source_french,target_english,transformer_prediction,nearest_train_source,nearest_source_similarity,nearest_source_jaccard,nearest_source_length_ratio,nearest_source_combo_score,predicted_english,prediction_method,exact_match,char_accuracy,sequence_similarity,char_bleu4,word_bleu4
ils parlent français à la maison,they speak french at home,they speak with absolute attention,ils parlent différentes langues,0.6349206349206349,0.25,0.96875,0.5990178571428572,they speak different languages,similarity_memory_v2,FAIL,0.43333333333333335,0.6545454545454545,0.41632881755381496,0.13232169883599026
les fleurs fleurissent au printemps,the flowers bloom in spring,the spring flowers are blooming,les fleurs du printemps épanouissent,0.6197183098591549,0.42857142857142855,0.9722222222222222,0.6205622624636709,the spring flowers are blooming,similarity_memory_v2,FAIL,0.12903225806451613,0.6896551724137931,0.6747040091688699,0.07071067811865477
j'ai besoin d'une paire de bottes d'hiver fiable,i need a reliable pair of winter boots,i urgently need a funny postcard from my cousin,j'ai besoin d'une nouvelle paire de chaussures,0.6170212765957447,0.5,0.9583333333333334,0.6300886524822695,i need a new pair of shoes,similarity_memory_v2,FAIL,0.3157894736842105,0.65625,0.4104435269899874,0.17820132316770917
elle travaille à temps partiel à la bibliothèque,she works part-time at the library,she works part-time as a tourist guide,elle travaille à temps partiel comme guide touristique,0.7450980392156863,0.5,0.8888888888888888,0.715359477124183,she works part-time as a tourist guide,similarity_memory_v2,FAIL,0.5789473684210527,0.6666666666666666,0.5924104758639644,0.16348126556655487
il enseigne les mathématiques aux enfants,he teaches mathematics to children,he teaches chemistry to university students,elle étudie les mathématiques à l'université,0.5647058823529412,0.2,0.9318181818181818,0.5357700534759358,he teaches chemistry to university students,transformer,FAIL,0.2558139534883721,0.5974025974025974,0.37563296735787305,0.09554427922043669
elle fait de délicieux gâteaux,she makes delicious cakes,she dreams of flying,elle cuisine un délicieux dîner,0.6229508196721312,0.25,0.967741935483871,0.5902987837123215,she cooks a delicious dinner,similarity_memory_v2,FAIL,0.25,0.6415094339622641,0.5067309892897294,0.06389431042462725
le chien aboie bruyamment,the dog barks loudly,the dog is sleeping,le chat miaule bruyamment,0.76,0.3333333333333333,1.0,0.7071999999999999,the cat meows loudly,similarity_memory_v2,FAIL,0.65,0.65,0.49883494354016517,0.09554427922043669
ils nagent dans la piscine,they swim in the pool,they visit the radio,elle nage dans l'océan,0.625,0.125,0.8461538461538461,0.5571153846153846,they visit the radio,transformer,FAIL,0.2857142857142857,0.6341463414634146,0.3709081158366832,0.07440995947486906
nous avons regardé le lever de soleil spectaculaire sur l'océan,we watched the spectacular sunrise over the ocean,we watched the storm clouds gather over the hills,nous avons regardé le lever du soleil ce matin,0.7706422018348624,0.46153846153846156,0.7301587301587301,0.7109551814138969,we watched the sunrise this morning,similarity_memory_v2,FAIL,0.3469387755102041,0.6666666666666666,0.4689285575488805,0.15557221826646012
les enfants adorent le chocolat,the children love chocolate,the children play in the park,les enfants jouent dans le parc,0.6774193548387096,0.375,1.0,0.6552419354838709,the children play in the park,similarity_memory_v2,FAIL,0.4827586206896552,0.6071428571428571,0.47598722306883395,0.08633400213704504
j'ai besoin d'aide,i need some help,i unfortunately lost my gold ring in the ocean,j'ai froid,0.5714285714285714,0.25,0.5555555555555556,0.5119841269841269,i unfortunately lost my gold ring in the ocean,transformer,FAIL,0.043478260869565216,0.2903225806451613,0.02056135070154714,0.023980296761827107
je lis un roman intéressant,i am reading an interesting novel,i am reading a modern novel,je lis un roman moderne,0.72,0.6666666666666666,0.8518518518518519,0.7235851851851851,i am reading a modern novel,similarity_memory_v2,FAIL,0.42424242424242425,0.8,0.5691678210014894,0.21711852081087685
nous avons célébré sa remise de diplôme,we celebrated his graduation,we celebrated their wedding,nous avons célébré leur mariage,0.6285714285714286,0.3333333333333333,0.7948717948717948,0.5920586080586081,we celebrated their wedding,similarity_memory_v2,FAIL,0.5,0.6545454545454545,0.5331558863628723,0.16990442448471224
l'infirmière lui a couseeillé de dormir,the nurse advised him to sleep,the teacher speaks slowly to rest,l'infirmière des urgences lui a dit de se reposer,0.5909090909090909,0.36363636363636365,0.7959183673469388,0.5705009276437849,the teacher speaks slowly to rest,transformer,FAIL,0.12121212121212122,0.4444444444444444,0.20575076103560389,0.048549177170732344
je veux une tasse de café chaud,i want a hot cup of coffee,i want a cup of hot tea,je veux une tasse de thé chaud,0.9180327868852459,0.75,0.967741935483871,0.8927578001057642,i want a cup of hot tea,similarity_memory_v2,FAIL,0.46153846153846156,0.7346938775510204,0.6938442594994827,0.21515344521672802
il travaille dur tous les jours,he works hard every day,he works long hours as a financial consultant,elle joue du violon tous les jours,0.6461538461538462,0.3,0.9117647058823529,0.6104072398190046,she practices the violin every day,similarity_memory_v2,FAIL,0.08823529411764706,0.5964912280701754,0.33704874691018966,0.08633400213704504
nous nageons pendant l'été,we swim during summer,we are the hotel is hot,nous devons acheter du lait,0.5660377358490566,0.125,0.9629629629629629,0.5263434661076171,we are the hotel is hot,transformer,FAIL,0.13043478260869565,0.22727272727272727,0.0539471088086188,0.040824829046386304
